Account Name,Website,Country/Region,City,LinkedIn URL,Lead Source,Lead Rating,Status,Topic,Description,Industry,Segment,Owner,Next Step,Notes
Air Target,http://www.airtarget.com/,Suède,Kista,https://www.linkedin.com/company/air-target-sweden/?viewAsMember=true,Eurosatory 2026 Catalog,B,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.",Air Target is one of the world’s leading manufacturers of Miss Distance Indicators and Scoring Systems for live fire training supplying partners and end user...,Radar / sensors,Cybersecurity; UAV / drones,,Review website and validate opportunity,
AIRBORNE SYSTEMS FRANCE,https://airborne-sys.com/,France,CUGNAUX,,Eurosatory 2026 Catalog,B,New,"Sous-systèmes, composites, certification pour primes terrestres.","Military parachutes, ejection seat parachutes, and related aerial delivery equipment. Airborne Systems is the world's most trusted parachute design and manufacturer.",Land defense,Naval defense; Homeland security,,Review website and validate opportunity,
AIRBORNE TECHNOLOGIES GMBH,https://www.airbornetechnologies.at/,Autriche,WIENER NEUSTADT,https://www.linkedin.com/company/airborne-technologies-gmbh-austria/,Eurosatory 2026 Catalog,A,New,"Amplis RF, processeurs signal, embarqué, antennes pour EW.","ISR aircraft solution, System Integration, Surveillance Aircraft, Special Mission Aircraft, Multi Mission Aircraft, Surveillance Platform, ISR Platform, SCAR-Pod, Airborne LINX, Mission Management System, Mission Management Unit, Carbon Fib…",Electronic warfare,Naval defense; Homeland security,,Contact sales team and qualify need,
AIRBUS,https://www.airbus.com/,France,BLAGNAC,https://www.linkedin.com/company/airbusgroup,Eurosatory 2026 Catalog,A,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.","Airbus designs, manufactures and delivers industry-leading commercial aircraft, helicopters, military transports, satellites, launchers and more.",Intelligence / ISR,Land defense; Air defense,,Contact sales team and qualify need,
Airolit AB,,Suède,Mölndal,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
AIRSENSE Analytics,https://www.airsense.com/,Allemagne,SCHWERIN,https://www.linkedin.com/company/airsense-analytics-gmbh/,Eurosatory 2026 Catalog,A,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.",To enrich,Intelligence / ISR,Naval defense; UAV / drones,,Contact sales team and qualify need,
AIRTECH EUROPE Sarl,http://airtech.lu/,Luxembourg,Differdange,https://www.linkedin.com/company/airtech-advanced-materials-group/,Eurosatory 2026 Catalog,C,New,Activité à qualifier — discovery call avant pitch précis.,"Airtech Advanced Materials Group is a manufacturer and one stop shop supplier of advanced materials like films, fabrics, tapes, sealants, prepregs, rubbers a...",Other,,,Keep in watchlist,
Airvolute,https://www.airvolute.com/,Slovaquie,Trnava,,Eurosatory 2026 Catalog,B,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.",To enrich,Intelligence / ISR,Homeland security; UAV / drones,,Review website and validate opportunity,
Airwayz,https://www.airwayz.co/,Israël,TEL AVIV,https://www.linkedin.com/company/airwayz,Eurosatory 2026 Catalog,B,New,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.","Airwayz | 4,966 followers on LinkedIn. Control your Airspace ➖ Secure your Assets ➖ Defend your Skies. | Airwayz is a defense-grade airspace technology company building the operational infrastructure for the low-altitude airspace era. Found…",UAV / drones,Naval defense; Homeland security,,Review website and validate opportunity,
AKAER,https://www.akaer.com.br/,Brésil,SAO JOSE DOS CAMPOS,https://www.linkedin.com/company/akaer-engenharia-ltda/,Eurosatory 2026 Catalog,B,New,"Amplis RF, processeurs signal, embarqué, antennes pour EW.","A Akaer é líder em soluções aeroespaciais inovadoras desde 1992, com atuação global.",Electronic warfare,Logistics / MRO; Industrial subcontracting,,Review website and validate opportunity,
AKG Group,http://www.akg-group.com/,France,SARREGUEMINES,https://www.linkedin.com/company/akg-thermotechnik-international-gmbh,Eurosatory 2026 Catalog,A,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.",Manufacturer of coolers and heat exchangers worldwide. Development and production of high-performance heat exchangers and complete cooling modules for applic...,Radar / sensors,Armored vehicles; Ammunition,,Contact sales team and qualify need,
AKIRA TECHNOLOGIES,https://www.akira.pro/,France,BAYONNE,https://fr.linkedin.com/company/akira-tech,Eurosatory 2026 Catalog,B,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Akira Technologies | 3,742 followers on LinkedIn. Energy conversion systems / Special test benches | AKIRA est une société d&#39;ingénierie mécanique spécialisée dans le développement et la réalisation de systèmes de conversion d&#39;énergi…",Radar / sensors,Logistics / MRO; Engineering services,,Review website and validate opportunity,
AKMON S.A.,https://www.akmonsa.gr/,Grèce,Ano Liosia - Industrial Park Athens,https://www.linkedin.com/company/akmon-s-a/,Eurosatory 2026 Catalog,A,New,"Pièces de rechange, calibration, certification pour acteurs MRO.",To enrich,Logistics / MRO,Engineering services; Export / distribution,,Contact sales team and qualify need,
Aksum Armored,http://www.aksumarmored.com/,Émirats arabes unis,DUBAI,https://www.linkedin.com/company/aksumarmoredvehicles/,Eurosatory 2026 Catalog,B,New,"Vend des sous-systèmes / composants à un OEM construisant Vehicles, Software / Platforms.","Aksum Armored is the armored vehicles division of Aksum Group in UAE, specializing in the provision of tactical, commercial and special purpose vehicles. Ren...",C4ISR,Armored vehicles; Logistics / MRO,,Review website and validate opportunity,
AKTYVUS PHOTONICS,https://www.aktyvusphotonics.com/,Lituanie,VILNIUS,https://www.linkedin.com/company/86300195,Eurosatory 2026 Catalog,A,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.","Reliable, compact, high-power DPSS lasers for harsh environments.",Intelligence / ISR,UAV / drones; Ammunition,,Contact sales team and qualify need,
AL JUNDI JOURNAL - UAE MINISTRY OF DEFENCE,http://www.aljundi.ae/en/,Émirats arabes unis,ABU DHABI,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,"Al Jundi Journal was launched in October 1973, with the aim of covering news and activities of the Ministry of Defence and Armed Forces of the United Arab Em...",Other,,,No immediate action,
ALA,http://www.alacorporation.com/,France,Toulouse,https://www.linkedin.com/company/a-l-a--spa/,Eurosatory 2026 Catalog,A,New,"Composites, capteurs, comms, lancement pour primes spatiaux.","ALA is a global diversified supply chain integrator to the Aerospace, Defense, Rail and High-Tech Industries. With Headquarters in Naples, Italy, ALA has ove...",Space / satellite,Homeland security; Soldier systems,,Contact sales team and qualify need,
ALCEN,http://alcen.com/,France,PARIS,https://www.linkedin.com/company/alcen,Eurosatory 2026 Catalog,A,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.","Advanced technology serving innovation: ALCEN has been a key supplier in French strategic defense for over twenty years. At Eurosatory 2026, alongside its su...",Intelligence / ISR,Naval defense; Homeland security,,Contact sales team and qualify need,
ALFAPROJ s.r.o.,http://www.alfaproj.cz/,République tchèque,Brno,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,"ALFAPROJ s.r.o. (Ltd.) was established in 1993 as a Czech limited company in Brno, the town with worldwide known tradition in arms production. Company produc...",Other,,,No immediate action,
"Aliter Technologies, a.s.",http://www.aliter.com/,Slovaquie,BRATISLAVA,https://www.linkedin.com/company/268928/,Eurosatory 2026 Catalog,A,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.","We are a Slovak-Canadian company dedicated to information and communication technologies. We help organisations and governments around the world communicate,...",Intelligence / ISR,Land defense; Naval defense,,Contact sales team and qualify need,
Allen-Vanguard,http://allenvanguard.com/,Canada,OTTAWA,https://www.linkedin.com/company/allen-vanguard/,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,"Leader in customized, innovative RF capability solutions, with a history in ECM solutions delivering agile & highly programmable force protection (SHIELD) ag...",Other,,,No immediate action,
ALLEVIO GROUPE,https://www.allevio-groupe.com/,France,OYONNAX,https://www.linkedin.com/company/aeroplast-group/,Eurosatory 2026 Catalog,C,New,"Matières premières, outils coupants, services qualité pour sous-traitants.",To enrich,Industrial subcontracting,Homeland security; Logistics / MRO,,Keep in watchlist,
ALLIANCE DEFENSE & SECURITY,http://www.alliance-groupe.com/,France,TOUOUGES,,Eurosatory 2026 Catalog,B,New,"Usinage de précision, matériaux, optronique, composants munitions ITAR-friendly.","Depuis plus de 25 ans, Alliance, entreprise française dirigée par Nicolas Delaporte, innove dans les domaines de la défense, de la sécurité et de la protecti...",Weapons,Homeland security; Ammunition,,Review website and validate opportunity,
Allianz Vie,http://www.allianz.fr/,France,PARIS LA DÉFENSE CEDEX,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
"ALLISON TRANSMISSION, INC.",http://www.allisontransmission.com/,États-Unis,INDIANAPOLIS,https://www.linkedin.com/company/allison-transmission,Eurosatory 2026 Catalog,A,New,"Sous-systèmes, composites, certification pour primes terrestres.","ALLISON TRANSMISSION, INC. provides reliable and durable propulsion solutions for military and commercial applications. Our innovative transmissions are trus...",Land defense,Armored vehicles; Weapons,,Contact sales team and qualify need,
ALLWAN SECURITY,https://www.allwan.eu/,France,BEAUCOUZE,,Eurosatory 2026 Catalog,A,New,"Amplis RF, processeurs signal, embarqué, antennes pour EW.","ALLWAN SECURITY Caméras et solutions vidéo industrielles, caméras ATEX, système de vidéo surveillance mobiles durcies, tactiques, militaires NDAA Compliant",Electronic warfare,Naval defense; Homeland security,,Contact sales team and qualify need,
AlmaDK,http://www.almadk.kz/,Kazakhstan,ALMATY,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,"Закрыть Меню Главная Каталог О компании Галерея Контакты Республика Казахстан г. Алматы, ул. Туркебаева 199 + 7 (727) 392 95 55 info@almadk.kz Республика Казахстан г. Алматы, ул. Туркебаева 199 + 7 (727) 392 95 55 info@almadk.kz",Homeland security,,,No immediate action,
ALPES USINAGE - SAS DECOPREM,,France,MARNAZ,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
ALPHA AFFINITY GMBH,http://www.alpha-affinity.com/,Allemagne,MÜNCHEN,https://www.linkedin.com/company/alpha-affinity/,Eurosatory 2026 Catalog,A,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.","We provide a Decision Intelligence Platform for Sales, Capture, and Business Development teams in defense and dual-use industries. At its core is our proprie...",Intelligence / ISR,Air defense; Naval defense,,Contact sales team and qualify need,
ALPHA INNOVATIONS·RIPENERGY,http://www.alphainnovations.eu/,Belgique,LOUVAIN LA NEUVE,https://www.linkedin.com/company/alpha-innovations-sa,Eurosatory 2026 Catalog,A,New,"Pièces de rechange, calibration, certification pour acteurs MRO.","Alpha Innovations, member of the CE+T Group, provides robust power supply solutions, particularly for critical applications in the defense sector, including ...",Logistics / MRO,Engineering services; Dual-use technology,,Contact sales team and qualify need,
ALPHA NUM,https://www.alpha-num.fr/,France,Lizy sur Ourcq,,Eurosatory 2026 Catalog,A,New,"Textiles, composites, optronique, énergie pour kits soldat.",﻿ Our References Our Distributors Customer space Contact us +33(0)1 60 01 25 45 Broche à billes - Quick Release Pin English French Home Company ARV Our products The strength of ARV: The shortest lead times ! A wide range of standard pins Al…,Soldier systems,Naval defense; Weapons,,Contact sales team and qualify need,
Alpine Eagle,http://www.alpineeagle.com/,Allemagne,MUNICH,https://www.linkedin.com/company/alpineeagle,Eurosatory 2026 Catalog,A,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.","Alpine Eagle is a defence tech company building the next generation of c-UxS architecture, developing airborne sensor networks and software-defined systems t...",Intelligence / ISR,Air defense; Homeland security,,Contact sales team and qualify need,
ALSETEX,https://www.alsetex.fr/,France,PRECIGNE,https://fr.linkedin.com/company/sae-alsetex,Eurosatory 2026 Catalog,B,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.",Contactez-nous Nos solutions Déclenchement d'avalanches Sécurité des biens et des personnes Modifications météo Signalisation ferroviaire Notre société Formations P2 Offres d'emploi Contactez-nous Suivez-nous English Contact us Usine Malpai…,Radar / sensors,Ammunition; Logistics / MRO,,Review website and validate opportunity,
ALSONS GROUP,http://www.alsonsgroup.com./,Pakistan,KARACHI,https://www.linkedin.com/company/alsonsgroup/mycompany/,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
