Name,Website,BillingCountry,BillingCity,LinkedIn__c,Industry,Type,Lead_Score__c,Lead_Rating__c,Status,Description,Next_Step__c,Buying_Need_Main__c,Lead_Source__c
"ALLISON TRANSMISSION, INC.",http://www.allisontransmission.com/,États-Unis,INDIANAPOLIS,https://www.linkedin.com/company/allison-transmission,Land defense,Distributeur,81.0,A,New,"Sous-systèmes, composites, certification pour primes terrestres.",Contact sales team and qualify need,Engines / propulsion,Eurosatory 2026 Catalog
ALLWAN SECURITY,https://www.allwan.eu/,France,BEAUCOUZE,,Electronic warfare,OEM,78.0,A,New,"Amplis RF, processeurs signal, embarqué, antennes pour EW.",Contact sales team and qualify need,Energy / batteries,Eurosatory 2026 Catalog
AlmaDK,http://www.almadk.kz/,Kazakhstan,ALMATY,,Homeland security,À vérifier,22.6,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,Industrial subcontracting / machining,Eurosatory 2026 Catalog
ALPES USINAGE - SAS DECOPREM,,France,MARNAZ,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
ALPHA AFFINITY GMBH,http://www.alpha-affinity.com/,Allemagne,MÜNCHEN,https://www.linkedin.com/company/alpha-affinity/,Intelligence / ISR,OEM,85.0,A,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Contact sales team and qualify need,Energy / batteries,Eurosatory 2026 Catalog
ALPHA INNOVATIONS·RIPENERGY,http://www.alphainnovations.eu/,Belgique,LOUVAIN LA NEUVE,https://www.linkedin.com/company/alpha-innovations-sa,Logistics / MRO,OEM,77.5,A,New,"Pièces de rechange, calibration, certification pour acteurs MRO.",Contact sales team and qualify need,Cloud / data services,Eurosatory 2026 Catalog
ALPHA NUM,https://www.alpha-num.fr/,France,Lizy sur Ourcq,,Soldier systems,OEM,78.5,A,New,"Textiles, composites, optronique, énergie pour kits soldat.",Contact sales team and qualify need,Engines / propulsion,Eurosatory 2026 Catalog
Alpine Eagle,http://www.alpineeagle.com/,Allemagne,MUNICH,https://www.linkedin.com/company/alpineeagle,Intelligence / ISR,Distributeur,78.5,A,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Contact sales team and qualify need,Energy / batteries,Eurosatory 2026 Catalog
ALSETEX,https://www.alsetex.fr/,France,PRECIGNE,https://fr.linkedin.com/company/sae-alsetex,Radar / sensors,Distributeur,68.1,B,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.",Review website and validate opportunity,Electronic components,Eurosatory 2026 Catalog
ALSONS GROUP,http://www.alsonsgroup.com./,Pakistan,KARACHI,https://www.linkedin.com/company/alsonsgroup/mycompany/,Other,À vérifier,19.6,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,Industrial subcontracting / machining,Eurosatory 2026 Catalog
ALSYMEX,https://alsymex-alcen.com/,France,Merignac,https://www.linkedin.com/company/alsymex-alcen/,Space / satellite,OEM,69.5,B,New,"Composites, capteurs, comms, lancement pour primes spatiaux.",Review website and validate opportunity,Engines / propulsion,Eurosatory 2026 Catalog
Alta Ares,https://altaares.com/,France,PARIS,https://www.linkedin.com/company/alta-ares/,Intelligence / ISR,Distributeur,77.5,A,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Contact sales team and qualify need,Engines / propulsion,Eurosatory 2026 Catalog
ALTER TECHNOLOGY FRANCE,http://www.altertechnology.fr/,France,RAMONVILLE ST AGNE,https://www.linkedin.com/company/alter-technology-france/posts/?feedView=all,Logistics / MRO,OEM,68.5,B,New,"Pièces de rechange, calibration, certification pour acteurs MRO.",Review website and validate opportunity,Industrial subcontracting / machining,Eurosatory 2026 Catalog
ALTINAY DEFENSE TECHNOLOGIES,http://www.altinaysavunma.com/,Turquie,ISTANBUL,https://www.linkedin.com/company/altinaysavunma/,Space / satellite,OEM,71.5,B,New,"Composites, capteurs, comms, lancement pour primes spatiaux.",Review website and validate opportunity,Industrial subcontracting / machining,Eurosatory 2026 Catalog
ALTRONICS,https://altronics.fr/,France,TASSIN,https://www.linkedin.com/company/altronicsfr/,Radar / sensors,OEM,74.5,B,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.",Review website and validate opportunity,Electronic components,Eurosatory 2026 Catalog
ALTUS LSA S.A.,https://new.altus-lsa.gr/,Grèce,"CHANIA, CRETE",https://www.linkedin.com/company/altus-lsa,Intelligence / ISR,OEM,79.0,A,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Contact sales team and qualify need,Energy / batteries,Eurosatory 2026 Catalog
Alurib Oy,https://savodefence.com/network/alurib-oy/,Finlande,Pieksämäki,,UAV / drones,Distributeur,81.0,A,New,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.",Contact sales team and qualify need,Engines / propulsion,Eurosatory 2026 Catalog
Alu-Stock,https://www.alu-stock.es/fr/,Espagne,VITORIA-GASTEIZ,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
Alva Industries,http://www.alvaindustries.com/,Norvège,TRONDHEIM,https://www.linkedin.com/company/alva-industries/?originalSubdomain=no,Space / satellite,OEM,76.0,A,New,"Composites, capteurs, comms, lancement pour primes spatiaux.",Contact sales team and qualify need,Electronic components,Eurosatory 2026 Catalog
ALX SYSTEMS,https://www.alxsys.com/,Belgique,OUPEYE,,Other,À vérifier,4.0,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
ALYSOPHIL,,France,ILLKIRCH GRAFFENSTADEN,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
AM 4 M,http://www.am-4-am.com/,Luxembourg,FOETZ,https://www.linkedin.com/company/am-4-am/,Electronic warfare,Sous-traitant industriel,65.5,B,New,"Amplis RF, processeurs signal, embarqué, antennes pour EW.",Review website and validate opportunity,Engines / propulsion,Eurosatory 2026 Catalog
AM GENERAL LLC,http://www.amgeneral.com/,États-Unis,SOUTH BEND,https://www.linkedin.com/company/am-general,Electronic warfare,OEM,74.5,B,New,"Amplis RF, processeurs signal, embarqué, antennes pour EW.",Review website and validate opportunity,Engines / propulsion,Eurosatory 2026 Catalog
AMA Spa,https://www.ama.it/,Italie,SAN MARTINO IN RIO (RE),https://www.linkedin.com/company/2393585/admin/dashboard/,Cybersecurity,OEM,79.0,A,New,"Outils SOC/SIEM, brique de sécurité défensive pour vendeur cyber.",Contact sales team and qualify need,Engines / propulsion,Eurosatory 2026 Catalog
AmaDema - Advanced Materials Design & Manufacturing Ltd,https://www.amdmcomposites.com/,Cyprus,NICOSIA,https://www.linkedin.com/company/amdm---advanced-materials-design-,Logistics / MRO,Bureau d'ingénierie,56.8,C,New,"Pièces de rechange, calibration, certification pour acteurs MRO.",Keep in watchlist,"Raw materials (carbon fiber, resins)",Eurosatory 2026 Catalog
AMAZON LEO,https://www.amazon.com/,États-Unis,ARLINGTON,https://www.linkedin.com/company/amazon/,Space / satellite,Distributeur,74.0,B,New,"Composites, capteurs, comms, lancement pour primes spatiaux.",Review website and validate opportunity,Engines / propulsion,Eurosatory 2026 Catalog
AMD DECOLLETAGE,http://www.amd-decolletage.com/,France,MARNAZ,https://www.linkedin.com/company/amd-decolletage-savoy-international/,UAV / drones,OEM,74.0,B,New,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.",Review website and validate opportunity,Electronic components,Eurosatory 2026 Catalog
AMEFO,https://amefo.fr/,France,CHAMBILLY,https://www.linkedin.com/in/amefo,Radar / sensors,OEM,79.0,A,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.",Contact sales team and qualify need,Mechanical parts,Eurosatory 2026 Catalog
AMETEK,https://www.ametek-airtechnology.com/,Royaume-Uni,SUNBURY ON THAMES,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
AMETRA INTEGRATION,,France,PARIS,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
AMEXCI,,Suède,Örebro,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
AMGPRO,https://www.amgpro.fr/,France,OSNY,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
Amicell - Amit Industries Ltd,http://www.amicell.co.il/,Israël,ASHDOD,https://www.linkedin.com/company/amit-industries/,UAV / drones,OEM,82.0,A,New,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.",Contact sales team and qualify need,Energy / batteries,Eurosatory 2026 Catalog
AMMUNITY SIA,http://ammunity.com/,Lettonie,Mārupes novads,https://www.linkedin.com/company/ammunityeu/,Ammunition,OEM,65.1,B,New,"Matériaux énergétiques, mécanique, packaging, certification.",Review website and validate opportunity,Energetic materials,Eurosatory 2026 Catalog
AMPHENOL,http://amphenol.com/products/,France,THYEZ,https://www.linkedin.com/company/amphenol,Radar / sensors,OEM,45.4,C,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.",Keep in watchlist,Electronic components,Eurosatory 2026 Catalog
AMPHINICY TECHNOLOGIES,https://amphinicy.com/,Luxembourg,Contern,,Communications,Éditeur logiciel,64.1,B,New,"RF, crypto, certification interopérabilité pour radios tactiques.",Review website and validate opportunity,Cloud / data services,Eurosatory 2026 Catalog
Amprius Technologies,https://amprius.com/,États-Unis,Fremond,,Other,À vérifier,15.6,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,Industrial subcontracting / machining,Eurosatory 2026 Catalog
AMZ-KUTNO S.A.,https://www.amz.pl/,Pologne,KUTNO,,Other,À vérifier,19.6,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,Industrial subcontracting / machining,Eurosatory 2026 Catalog
ANDAR ELECTROMECHANICAL SYSTEMS,https://www.andar.com.tr/,Turquie,ANKARA,https://www.linkedin.com/company/15195916,Radar / sensors,OEM,83.0,A,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.",Contact sales team and qualify need,Engines / propulsion,Eurosatory 2026 Catalog
ANDRITZ Schuler Pressen GmbH,http://www.schulergroup.com/,Allemagne,GÖPPINGEN,https://www.linkedin.com/company/andritz-schuler,Cybersecurity,OEM,71.0,B,New,"Outils SOC/SIEM, brique de sécurité défensive pour vendeur cyber.",Review website and validate opportunity,Mechanical parts,Eurosatory 2026 Catalog
ANELLO Photonics,https://anellophotonics.com/,États-Unis,SANTA CLARA,https://www.linkedin.com/company/anellophotonics,Intelligence / ISR,Distributeur,66.0,B,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Review website and validate opportunity,Engines / propulsion,Eurosatory 2026 Catalog
ANG SARL,http://www.ang.lu/,Luxembourg,Ellange-Gare,https://www.linkedin.com/company/108560243,Electronic warfare,OEM,70.5,B,New,"Amplis RF, processeurs signal, embarqué, antennes pour EW.",Review website and validate opportunity,Cloud / data services,Eurosatory 2026 Catalog
"ANHUI YAOFENG RADAR TECHNOLOGY CO., LTD",http://www.yaofengradar.com/,Chine,HEFEI,,Counter-UAV,OEM,70.0,B,New,Vend une brique du chain detection-effector aux primes anti-drone.,Review website and validate opportunity,Energy / batteries,Eurosatory 2026 Catalog
ANMOPYC,http://www.anmopyc.es/,Espagne,ZARAGOZA,https://www.linkedin.com/company/anmopyces/posts/?feedView=all,C4ISR,Distributeur,64.8,B,New,"Composants, sous-systèmes, software, services pour primes C4ISR.",Review website and validate opportunity,Mechanical parts,Eurosatory 2026 Catalog
ANOVA R&D TECHNOLOGIES,http://www.anova.com.tr/,Turquie,ANKARA,https://www.linkedin.com/company/anova-arge,Radar / sensors,OEM,57.2,C,New,"Vend des sous-systèmes / composants à un OEM construisant Radars, Logistics equipment.",Keep in watchlist,Electronic components,Eurosatory 2026 Catalog
A-NSE,https://www.a-nse.com/,France,POURRIÈRES,http://fr.linkedin.com/company/a-nse,Intelligence / ISR,OEM,76.5,A,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Contact sales team and qualify need,Energy / batteries,Eurosatory 2026 Catalog
Ansys,https://www.ansys.com/,France,MONTIGNY LE BRETONNEUX,https://www.linkedin.com/company/ansys-inc,Naval defense,Bureau d'ingénierie,72.5,B,New,"Radars, sonars, comms, armement, sustainment pour primes navals.",Review website and validate opportunity,Engines / propulsion,Eurosatory 2026 Catalog
ANTARES FRANCE,http://www.antares-france.com/,France,MER,,Industrial subcontracting,Sous-traitant industriel,52.7,C,New,"Matières premières, outils coupants, services qualité pour sous-traitants.",Keep in watchlist,"Raw materials (steel, aluminium)",Eurosatory 2026 Catalog
ANY-SHAPE,https://www.any-shape.com/,Belgique,VILLERS LE BOUILLET,https://www.linkedin.com/company/any-shape/,Soldier systems,OEM,79.5,A,New,"Textiles, composites, optronique, énergie pour kits soldat.",Contact sales team and qualify need,Mechanical parts,Eurosatory 2026 Catalog
AP LUX,http://www.ap-lux.com/,Luxembourg,Luxembourg,,UAV / drones,OEM,80.5,A,New,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.",Contact sales team and qualify need,Energy / batteries,Eurosatory 2026 Catalog
APAVE,,France,COURBEVOIE,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
APEM,https://www.apem.com/,France,BOULOGNE-BILLANCOURT,https://www.linkedin.com/company/apem-group,C4ISR,Distributeur,75.0,A,New,"Composants, sous-systèmes, software, services pour primes C4ISR.",Contact sales team and qualify need,Cloud / data services,Eurosatory 2026 Catalog
AP-FLYER MADDOS,http://www.maddos.com/,Pologne,WARSAW,https://www.linkedin.com/company/ap-flyer/,Electronic warfare,Distributeur,79.0,A,New,"Amplis RF, processeurs signal, embarqué, antennes pour EW.",Contact sales team and qualify need,Energy / batteries,Eurosatory 2026 Catalog
APPI -TECHNOLOGY SAS,https://www.appi-technology.com/,France,NÎMES,https://www.linkedin.com/company/appi-technology/,Communications,OEM,79.0,A,New,"RF, crypto, certification interopérabilité pour radios tactiques.",Contact sales team and qualify need,Mechanical parts,Eurosatory 2026 Catalog
Appian,http://appian.com/,France,BOULOGNE-BILLANCOURT,https://www.linkedin.com/company/appian/,Cybersecurity,Distributeur,75.4,A,New,"Threat intel, hardware appliances, cloud souverain, audits.",Contact sales team and qualify need,Cloud / data services,Eurosatory 2026 Catalog
APPLICATIONS COMPOSITES,https://www.applicationscomposites.fr/,France,AUBIGNY,,Industrial subcontracting,Sous-traitant industriel,54.4,C,New,"Matières premières, outils coupants, services qualité pour sous-traitants.",Keep in watchlist,"Raw materials (steel, aluminium)",Eurosatory 2026 Catalog
"APPLIED RESEARCH ASSOCIATES, INC.",http://ara.com/,États-Unis,"ALBUQUERQUE, NM",https://www.linkedin.com/company/ara,Space / satellite,Sous-traitant industriel,68.5,B,New,"Composites, capteurs, comms, lancement pour primes spatiaux.",Review website and validate opportunity,Engines / propulsion,Eurosatory 2026 Catalog
AQ TECH,https://www.aq-tech.fr/fr/contact/,France,Sillingy,https://www.linkedin.com/company/aq-tech/,Radar / sensors,OEM,70.9,B,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.",Review website and validate opportunity,Electronic components,Eurosatory 2026 Catalog
AQLE,https://www.aqle.fr/,France,SAINT-JUST-EN-CHAUSSÉE,https://www.linkedin.com/company/aqle,Logistics / MRO,Distributeur,62.9,B,New,Canal de distribution / représentation pour notre portefeuille.,Review website and validate opportunity,Mechanical parts,Eurosatory 2026 Catalog
AQUA MANIA,https://www.top-star.fr/,France,MARCHEPRIME,,Soldier systems,Bureau d'ingénierie,57.3,C,New,"Textiles, composites, optronique, énergie pour kits soldat.",Keep in watchlist,Cloud / data services,Eurosatory 2026 Catalog
AQUITAINE ELECTRONIQUE (AECEGROUP),https://www.aece-group.com/,France,Serres-Castet,http://www.linkedin.com/company/aquitaineelectronique,Naval defense,Sous-traitant industriel,62.9,B,New,"Radars, sonars, comms, armement, sustainment pour primes navals.",Review website and validate opportunity,Electronic components,Eurosatory 2026 Catalog
