Company name,Website URL,Country,City,LinkedIn,Industry,Type,Lead score,Lead rating,Lifecycle stage,Buying need,Notes,Pitch,Next step,Owner
AKG Group,http://www.akg-group.com/,France,SARREGUEMINES,https://www.linkedin.com/company/akg-thermotechnik-international-gmbh,Radar / sensors,OEM,82.0,A,New,Engines / propulsion,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Hi — I noticed AKG Group builds Vehicles, Software / Platforms (+5) for Radar / sensors.",Contact sales team and qualify need,
AKIRA TECHNOLOGIES,https://www.akira.pro/,France,BAYONNE,https://fr.linkedin.com/company/akira-tech,Radar / sensors,OEM,68.1,B,New,Mechanical parts,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Hi — I noticed AKIRA TECHNOLOGIES builds Engines / propulsion, Sensors for Radar / sensors.",Review website and validate opportunity,
AKMON S.A.,https://www.akmonsa.gr/,Grèce,Ano Liosia - Industrial Park Athens,https://www.linkedin.com/company/akmon-s-a/,Logistics / MRO,Distributeur,76.5,A,New,Mechanical parts,"Pièces de rechange, calibration, certification pour acteurs MRO.",Hi — I noticed AKMON S.A.,Contact sales team and qualify need,
Aksum Armored,http://www.aksumarmored.com/,Émirats arabes unis,DUBAI,https://www.linkedin.com/company/aksumarmoredvehicles/,C4ISR,OEM,66.0,B,New,Engines / propulsion,"Vend des sous-systèmes / composants à un OEM construisant Vehicles, Software / Platforms.","Hi — Aksum Armored ships Vehicles, Software / Platforms (+3) to Critical infrastructure.",Review website and validate opportunity,
AKTYVUS PHOTONICS,https://www.aktyvusphotonics.com/,Lituanie,VILNIUS,https://www.linkedin.com/company/86300195,Intelligence / ISR,OEM,85.0,A,New,Mechanical parts,"Capteurs, payloads optroniques, communications pour plateformes ISR.","Hi — I noticed AKTYVUS PHOTONICS builds Logistics equipment, Communications networks (+5) for Intelligence / ISR.",Contact sales team and qualify need,
AL JUNDI JOURNAL - UAE MINISTRY OF DEFENCE,http://www.aljundi.ae/en/,Émirats arabes unis,ABU DHABI,,Other,À vérifier,19.6,D,New,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,Hi — I noticed AL JUNDI JOURNAL - UAE MINISTRY OF DEFENCE at Eurosatory.,No immediate action,
ALA,http://www.alacorporation.com/,France,Toulouse,https://www.linkedin.com/company/a-l-a--spa/,Space / satellite,OEM,78.0,A,New,RF / microwave components,"Composites, capteurs, comms, lancement pour primes spatiaux.","Hi — I noticed ALA builds Communications networks, Satellites / Space (+1) for Space / satellite.",Contact sales team and qualify need,
ALCEN,http://alcen.com/,France,PARIS,https://www.linkedin.com/company/alcen,Intelligence / ISR,OEM,82.0,A,New,Energy / batteries,"Capteurs, payloads optroniques, communications pour plateformes ISR.","Hi — I noticed ALCEN builds UAV / drones, Sensors (+15) for Intelligence / ISR.",Contact sales team and qualify need,
ALFAPROJ s.r.o.,http://www.alfaproj.cz/,République tchèque,Brno,,Other,À vérifier,19.6,D,New,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,Hi — I noticed ALFAPROJ s.r.o.,No immediate action,
"Aliter Technologies, a.s.",http://www.aliter.com/,Slovaquie,BRATISLAVA,https://www.linkedin.com/company/268928/,Intelligence / ISR,OEM,81.0,A,New,Engines / propulsion,"Capteurs, payloads optroniques, communications pour plateformes ISR.","Hi — I noticed Aliter Technologies, a.s.",Contact sales team and qualify need,
Allen-Vanguard,http://allenvanguard.com/,Canada,OTTAWA,https://www.linkedin.com/company/allen-vanguard/,Other,À vérifier,20.6,D,New,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,Hi — I noticed Allen-Vanguard at Eurosatory.,No immediate action,
ALLEVIO GROUPE,https://www.allevio-groupe.com/,France,OYONNAX,https://www.linkedin.com/company/aeroplast-group/,Industrial subcontracting,Sous-traitant industriel,56.7,C,New,"Raw materials (steel, aluminium)","Matières premières, outils coupants, services qualité pour sous-traitants.",Hi — I noticed ALLEVIO GROUPE builds Mechanical parts for Industrial subcontracting.,Keep in watchlist,
ALLIANCE DEFENSE & SECURITY,http://www.alliance-groupe.com/,France,TOUOUGES,,Weapons,OEM,70.2,B,New,Mechanical parts,"Usinage de précision, matériaux, optronique, composants munitions ITAR-friendly.","Hi — I noticed ALLIANCE DEFENSE & SECURITY builds Weapons, Ammunition for Weapons.",Review website and validate opportunity,
Allianz Vie,http://www.allianz.fr/,France,PARIS LA DÉFENSE CEDEX,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
"ALLISON TRANSMISSION, INC.",http://www.allisontransmission.com/,États-Unis,INDIANAPOLIS,https://www.linkedin.com/company/allison-transmission,Land defense,Distributeur,81.0,A,New,Engines / propulsion,"Sous-systèmes, composites, certification pour primes terrestres.","Hi — I noticed ALLISON TRANSMISSION, INC.",Contact sales team and qualify need,
ALLWAN SECURITY,https://www.allwan.eu/,France,BEAUCOUZE,,Electronic warfare,OEM,78.0,A,New,Energy / batteries,"Amplis RF, processeurs signal, embarqué, antennes pour EW.","Hi — I noticed ALLWAN SECURITY builds UAV / drones, Sensors (+6) for Electronic warfare.",Contact sales team and qualify need,
AlmaDK,http://www.almadk.kz/,Kazakhstan,ALMATY,,Homeland security,À vérifier,22.6,D,New,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,Hi — I noticed AlmaDK at Eurosatory.,No immediate action,
ALPES USINAGE - SAS DECOPREM,,France,MARNAZ,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
ALPHA AFFINITY GMBH,http://www.alpha-affinity.com/,Allemagne,MÜNCHEN,https://www.linkedin.com/company/alpha-affinity/,Intelligence / ISR,OEM,85.0,A,New,Energy / batteries,"Capteurs, payloads optroniques, communications pour plateformes ISR.","Hi — I noticed ALPHA AFFINITY GMBH builds UAV / drones, Counter-UAV systems (+9) for Intelligence / ISR.",Contact sales team and qualify need,
ALPHA INNOVATIONS·RIPENERGY,http://www.alphainnovations.eu/,Belgique,LOUVAIN LA NEUVE,https://www.linkedin.com/company/alpha-innovations-sa,Logistics / MRO,OEM,77.5,A,New,Cloud / data services,"Pièces de rechange, calibration, certification pour acteurs MRO.","Hi — I noticed ALPHA INNOVATIONS·RIPENERGY builds Software / Platforms, Energy / batteries (+5) for Logistics / MRO.",Contact sales team and qualify need,
ALPHA NUM,https://www.alpha-num.fr/,France,Lizy sur Ourcq,,Soldier systems,OEM,78.5,A,New,Engines / propulsion,"Textiles, composites, optronique, énergie pour kits soldat.","Hi — I noticed ALPHA NUM builds Vehicles, Software / Platforms (+8) for Soldier systems.",Contact sales team and qualify need,
Alpine Eagle,http://www.alpineeagle.com/,Allemagne,MUNICH,https://www.linkedin.com/company/alpineeagle,Intelligence / ISR,Distributeur,78.5,A,New,Energy / batteries,"Capteurs, payloads optroniques, communications pour plateformes ISR.","Hi — I noticed Alpine Eagle builds UAV / drones, Counter-UAV systems (+10) for Intelligence / ISR.",Contact sales team and qualify need,
ALSETEX,https://www.alsetex.fr/,France,PRECIGNE,https://fr.linkedin.com/company/sae-alsetex,Radar / sensors,Distributeur,68.1,B,New,Electronic components,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Hi — I noticed ALSETEX builds Sensors, Ammunition (+2) for Radar / sensors.",Review website and validate opportunity,
ALSONS GROUP,http://www.alsonsgroup.com./,Pakistan,KARACHI,https://www.linkedin.com/company/alsonsgroup/mycompany/,Other,À vérifier,19.6,D,New,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,Hi — I noticed ALSONS GROUP at Eurosatory.,No immediate action,
ALSYMEX,https://alsymex-alcen.com/,France,Merignac,https://www.linkedin.com/company/alsymex-alcen/,Space / satellite,OEM,69.5,B,New,Engines / propulsion,"Composites, capteurs, comms, lancement pour primes spatiaux.","Hi — I noticed ALSYMEX builds Vehicles, Mechanical parts (+5) for Space / satellite.",Review website and validate opportunity,
Alta Ares,https://altaares.com/,France,PARIS,https://www.linkedin.com/company/alta-ares/,Intelligence / ISR,Distributeur,77.5,A,New,Engines / propulsion,"Capteurs, payloads optroniques, communications pour plateformes ISR.","Hi — I noticed Alta Ares builds Vehicles, UAV / drones (+12) for Intelligence / ISR.",Contact sales team and qualify need,
ALTER TECHNOLOGY FRANCE,http://www.altertechnology.fr/,France,RAMONVILLE ST AGNE,https://www.linkedin.com/company/alter-technology-france/posts/?feedView=all,Logistics / MRO,OEM,68.5,B,New,Industrial subcontracting / machining,"Pièces de rechange, calibration, certification pour acteurs MRO.","Hi — I noticed ALTER TECHNOLOGY FRANCE builds Electronic components, Logistics equipment (+4) for Logistics / MRO.",Review website and validate opportunity,
ALTINAY DEFENSE TECHNOLOGIES,http://www.altinaysavunma.com/,Turquie,ISTANBUL,https://www.linkedin.com/company/altinaysavunma/,Space / satellite,OEM,71.5,B,New,Industrial subcontracting / machining,"Composites, capteurs, comms, lancement pour primes spatiaux.","Hi — I noticed ALTINAY DEFENSE TECHNOLOGIES builds Electronic components, Satellites / Space (+6) for Space / satellite.",Review website and validate opportunity,
ALTRONICS,https://altronics.fr/,France,TASSIN,https://www.linkedin.com/company/altronicsfr/,Radar / sensors,OEM,74.5,B,New,Electronic components,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Hi — I noticed ALTRONICS builds Sensors, Software / Platforms (+3) for Radar / sensors.",Review website and validate opportunity,
ALTUS LSA S.A.,https://new.altus-lsa.gr/,Grèce,"CHANIA, CRETE",https://www.linkedin.com/company/altus-lsa,Intelligence / ISR,OEM,79.0,A,New,Energy / batteries,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Hi — I noticed ALTUS LSA S.A.,Contact sales team and qualify need,
Alurib Oy,https://savodefence.com/network/alurib-oy/,Finlande,Pieksämäki,,UAV / drones,Distributeur,81.0,A,New,Engines / propulsion,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.","Hi — I noticed Alurib Oy builds Vehicles, Logistics equipment (+5) for UAV / drones.",Contact sales team and qualify need,
Alu-Stock,https://www.alu-stock.es/fr/,Espagne,VITORIA-GASTEIZ,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
Alva Industries,http://www.alvaindustries.com/,Norvège,TRONDHEIM,https://www.linkedin.com/company/alva-industries/?originalSubdomain=no,Space / satellite,OEM,76.0,A,New,Electronic components,"Composites, capteurs, comms, lancement pour primes spatiaux.","Hi — I noticed Alva Industries builds Tactical radios, Electronic components (+10) for Space / satellite.",Contact sales team and qualify need,
ALX SYSTEMS,https://www.alxsys.com/,Belgique,OUPEYE,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
ALYSOPHIL,,France,ILLKIRCH GRAFFENSTADEN,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
AM 4 M,http://www.am-4-am.com/,Luxembourg,FOETZ,https://www.linkedin.com/company/am-4-am/,Electronic warfare,Sous-traitant industriel,65.5,B,New,Engines / propulsion,"Amplis RF, processeurs signal, embarqué, antennes pour EW.","Hi — I noticed AM 4 M builds Vehicles, Software / Platforms (+4) for Electronic warfare.",Review website and validate opportunity,
AM GENERAL LLC,http://www.amgeneral.com/,États-Unis,SOUTH BEND,https://www.linkedin.com/company/am-general,Electronic warfare,OEM,74.5,B,New,Engines / propulsion,"Amplis RF, processeurs signal, embarqué, antennes pour EW.","Hi — I noticed AM GENERAL LLC builds Vehicles, Logistics equipment (+7) for Electronic warfare.",Review website and validate opportunity,
AMA Spa,https://www.ama.it/,Italie,SAN MARTINO IN RIO (RE),https://www.linkedin.com/company/2393585/admin/dashboard/,Cybersecurity,OEM,79.0,A,New,Engines / propulsion,"Outils SOC/SIEM, brique de sécurité défensive pour vendeur cyber.","Hi — AMA Spa ships Vehicles, Robotics / UGV (+4) to defense customers.",Contact sales team and qualify need,
AmaDema - Advanced Materials Design & Manufacturing Ltd,https://www.amdmcomposites.com/,Cyprus,NICOSIA,https://www.linkedin.com/company/amdm---advanced-materials-design-,Logistics / MRO,Bureau d'ingénierie,56.8,C,New,"Raw materials (carbon fiber, resins)","Pièces de rechange, calibration, certification pour acteurs MRO.",Hi — I noticed AmaDema - Advanced Materials Design & Manufacturing Ltd builds Composite materials for Logistics / MRO.,Keep in watchlist,
AMAZON LEO,https://www.amazon.com/,États-Unis,ARLINGTON,https://www.linkedin.com/company/amazon/,Space / satellite,Distributeur,74.0,B,New,Engines / propulsion,"Composites, capteurs, comms, lancement pour primes spatiaux.","Hi — I noticed AMAZON LEO builds Vehicles, Optronics / Optics (+11) for Space / satellite.",Review website and validate opportunity,
AMD DECOLLETAGE,http://www.amd-decolletage.com/,France,MARNAZ,https://www.linkedin.com/company/amd-decolletage-savoy-international/,UAV / drones,OEM,74.0,B,New,Electronic components,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.","Hi — I noticed AMD DECOLLETAGE builds Embedded systems, Mechanical parts (+5) for UAV / drones.",Review website and validate opportunity,
AMEFO,https://amefo.fr/,France,CHAMBILLY,https://www.linkedin.com/in/amefo,Radar / sensors,OEM,79.0,A,New,Mechanical parts,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Hi — I noticed AMEFO builds Logistics equipment, Vehicles (+5) for Radar / sensors.",Contact sales team and qualify need,
AMETEK,https://www.ametek-airtechnology.com/,Royaume-Uni,SUNBURY ON THAMES,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
AMETRA INTEGRATION,,France,PARIS,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
AMEXCI,,Suède,Örebro,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
AMGPRO,https://www.amgpro.fr/,France,OSNY,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
Amicell - Amit Industries Ltd,http://www.amicell.co.il/,Israël,ASHDOD,https://www.linkedin.com/company/amit-industries/,UAV / drones,OEM,82.0,A,New,Energy / batteries,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.","Hi — I noticed Amicell - Amit Industries Ltd builds UAV / drones, Software / Platforms (+6) for UAV / drones.",Contact sales team and qualify need,
AMMUNITY SIA,http://ammunity.com/,Lettonie,Mārupes novads,https://www.linkedin.com/company/ammunityeu/,Ammunition,OEM,65.1,B,New,Energetic materials,"Matériaux énergétiques, mécanique, packaging, certification.","Hi — I noticed AMMUNITY SIA builds Ammunition, Composite materials for Ammunition.",Review website and validate opportunity,
AMPHENOL,http://amphenol.com/products/,France,THYEZ,https://www.linkedin.com/company/amphenol,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
AMPHINICY TECHNOLOGIES,https://amphinicy.com/,Luxembourg,Contern,,Communications,Éditeur logiciel,64.1,B,New,Cloud / data services,"RF, crypto, certification interopérabilité pour radios tactiques.","Hi — I noticed AMPHINICY TECHNOLOGIES builds Software / Platforms, Satellites / Space (+3) for Communications.",Review website and validate opportunity,
