account_name,country,priority_level,lead_score,target_type,buying_need_main,ideal_seller_profile,recommended_sales_angle,short_pitch,website_url,linkedin_company_url,lead_status,next_best_action,notes
Air Target,Suède,B,70.0,Acheteur potentiel,Engines / propulsion,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Radar / sensor lines need specialised electronics, signal processing chips and composite housings. Talk to chief engineer.","Hi — I noticed Air Target builds Vehicles, UAV / drones (+8) for Radar / sensors.",http://www.airtarget.com/,https://www.linkedin.com/company/air-target-sweden/?viewAsMember=true,New,Review website and validate opportunity,
AIRBORNE SYSTEMS FRANCE,France,B,74.5,Acheteur potentiel,Engines / propulsion,"Sous-systèmes, composites, certification pour primes terrestres.",Land defense primes integrate huge supply chains. Procurement is the buyer.,"Hi — I noticed AIRBORNE SYSTEMS FRANCE builds Vehicles, UAV / drones (+9) for Land defense.",https://airborne-sys.com/,,New,Review website and validate opportunity,
AIRBORNE TECHNOLOGIES GMBH,Autriche,A,84.5,Acheteur potentiel,Engines / propulsion,"Amplis RF, processeurs signal, embarqué, antennes pour EW.","EW systems source RF amplifiers, signal-processing chips, embedded computing and antennas. Talk to RF system lead.","Hi — I noticed AIRBORNE TECHNOLOGIES GMBH builds Vehicles, UAV / drones (+6) for Electronic warfare.",https://www.airbornetechnologies.at/,https://www.linkedin.com/company/airborne-technologies-gmbh-austria/,New,Contact sales team and qualify need,
AIRBUS,France,A,77.0,Acheteur potentiel,Mechanical parts,"Capteurs, payloads optroniques, communications pour plateformes ISR.","ISR platforms aggregate sensors, comms and AI. Map AIRBUS's integration partners.","Hi — I noticed AIRBUS builds Engines / propulsion, Communications networks (+10) for Intelligence / ISR.",https://www.airbus.com/,https://www.linkedin.com/company/airbusgroup,New,Contact sales team and qualify need,
Airolit AB,Suède,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,,,New,No immediate action,
AIRSENSE Analytics,Allemagne,A,75.0,Acheteur potentiel,Electronic components,"Capteurs, payloads optroniques, communications pour plateformes ISR.","ISR platforms aggregate sensors, comms and AI. Map AIRSENSE Analytics's integration partners.","Hi — I noticed AIRSENSE Analytics builds Sensors, Soldier equipment (+9) for Intelligence / ISR.",https://www.airsense.com/,https://www.linkedin.com/company/airsense-analytics-gmbh/,New,Contact sales team and qualify need,
AIRTECH EUROPE Sarl,Luxembourg,C,52.6,Acheteur potentiel,Industrial subcontracting / machining,Activité à qualifier — discovery call avant pitch précis.,Public data is thin — qualify the activity before pitching supply.,Hi — I noticed AIRTECH EUROPE Sarl builds — for Other.,http://airtech.lu/,https://www.linkedin.com/company/airtech-advanced-materials-group/,New,Keep in watchlist,
Airvolute,Slovaquie,B,74.0,Acheteur potentiel,Energy / batteries,"Capteurs, payloads optroniques, communications pour plateformes ISR.","ISR platforms aggregate sensors, comms and AI. Map Airvolute's integration partners.","Hi — I noticed Airvolute builds UAV / drones, Sensors (+7) for Intelligence / ISR.",https://www.airvolute.com/,,New,Review website and validate opportunity,
Airwayz,Israël,B,68.0,Acheteur potentiel,Cloud / data services,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.","UAV builds need batteries, motors, optronics, RF links and composites. Map their bill of materials with the supply chain lead.","Hi — I noticed Airwayz builds Software / Platforms, Logistics equipment (+2) for UAV / drones.",https://www.airwayz.co/,https://www.linkedin.com/company/airwayz,New,Review website and validate opportunity,
AKAER,Brésil,B,74.5,Fournisseur potentiel,Cloud / data services,"Amplis RF, processeurs signal, embarqué, antennes pour EW.","EW systems source RF amplifiers, signal-processing chips, embedded computing and antennas. Talk to RF system lead.","Hi — I noticed AKAER builds Software / Platforms, Robotics / UGV (+4) for Electronic warfare.",https://www.akaer.com.br/,https://www.linkedin.com/company/akaer-engenharia-ltda/,New,Review website and validate opportunity,
AKG Group,France,A,82.0,Acheteur potentiel,Engines / propulsion,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Radar / sensor lines need specialised electronics, signal processing chips and composite housings. Talk to chief engineer.","Hi — I noticed AKG Group builds Vehicles, Software / Platforms (+5) for Radar / sensors.",http://www.akg-group.com/,https://www.linkedin.com/company/akg-thermotechnik-international-gmbh,New,Contact sales team and qualify need,
AKIRA TECHNOLOGIES,France,B,68.1,Acheteur potentiel,Mechanical parts,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Radar / sensor lines need specialised electronics, signal processing chips and composite housings. Talk to chief engineer.","Hi — I noticed AKIRA TECHNOLOGIES builds Engines / propulsion, Sensors for Radar / sensors.",https://www.akira.pro/,https://fr.linkedin.com/company/akira-tech,New,Review website and validate opportunity,
AKMON S.A.,Grèce,A,76.5,Sous-traitant,Mechanical parts,"Pièces de rechange, calibration, certification pour acteurs MRO.","MRO providers source spare parts, calibration tools and certification services. Procurement is the buyer.",Hi — I noticed AKMON S.A.,https://www.akmonsa.gr/,https://www.linkedin.com/company/akmon-s-a/,New,Contact sales team and qualify need,
Aksum Armored,Émirats arabes unis,B,66.0,Acheteur potentiel,Engines / propulsion,"Vend des sous-systèmes / composants à un OEM construisant Vehicles, Software / Platforms.","Aksum Armored pitches end-to-end C4ISR; they need sub-systems, software components and compliance services.","Hi — Aksum Armored ships Vehicles, Software / Platforms (+3) to Critical infrastructure.",http://www.aksumarmored.com/,https://www.linkedin.com/company/aksumarmoredvehicles/,New,Review website and validate opportunity,
AKTYVUS PHOTONICS,Lituanie,A,85.0,Acheteur potentiel,Mechanical parts,"Capteurs, payloads optroniques, communications pour plateformes ISR.","ISR platforms aggregate sensors, comms and AI. Map AKTYVUS PHOTONICS's integration partners.","Hi — I noticed AKTYVUS PHOTONICS builds Logistics equipment, Communications networks (+5) for Intelligence / ISR.",https://www.aktyvusphotonics.com/,https://www.linkedin.com/company/86300195,New,Contact sales team and qualify need,
AL JUNDI JOURNAL - UAE MINISTRY OF DEFENCE,Émirats arabes unis,D,19.6,À vérifier,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,"Public sources too thin — discovery call first, focused pitch second.",Hi — I noticed AL JUNDI JOURNAL - UAE MINISTRY OF DEFENCE at Eurosatory.,http://www.aljundi.ae/en/,,New,No immediate action,
ALA,France,A,78.0,Acheteur potentiel,RF / microwave components,"Composites, capteurs, comms, lancement pour primes spatiaux.","Space primes source composites, sensors, comms and launch services.","Hi — I noticed ALA builds Communications networks, Satellites / Space (+1) for Space / satellite.",http://www.alacorporation.com/,https://www.linkedin.com/company/a-l-a--spa/,New,Contact sales team and qualify need,
ALCEN,France,A,82.0,Acheteur potentiel,Energy / batteries,"Capteurs, payloads optroniques, communications pour plateformes ISR.","ISR platforms aggregate sensors, comms and AI. Map ALCEN's integration partners.","Hi — I noticed ALCEN builds UAV / drones, Sensors (+15) for Intelligence / ISR.",http://alcen.com/,https://www.linkedin.com/company/alcen,New,Contact sales team and qualify need,
ALFAPROJ s.r.o.,République tchèque,D,19.6,À vérifier,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,"Public sources too thin — discovery call first, focused pitch second.",Hi — I noticed ALFAPROJ s.r.o.,http://www.alfaproj.cz/,,New,No immediate action,
"Aliter Technologies, a.s.",Slovaquie,A,81.0,Acheteur potentiel,Engines / propulsion,"Capteurs, payloads optroniques, communications pour plateformes ISR.","ISR platforms aggregate sensors, comms and AI. Map Aliter Technologies, a.s.'s integration partners.","Hi — I noticed Aliter Technologies, a.s.",http://www.aliter.com/,https://www.linkedin.com/company/268928/,New,Contact sales team and qualify need,
Allen-Vanguard,Canada,D,20.6,À vérifier,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,"Public sources too thin — discovery call first, focused pitch second.",Hi — I noticed Allen-Vanguard at Eurosatory.,http://allenvanguard.com/,https://www.linkedin.com/company/allen-vanguard/,New,No immediate action,
ALLEVIO GROUPE,France,C,56.7,Fournisseur potentiel,"Raw materials (steel, aluminium)","Matières premières, outils coupants, services qualité pour sous-traitants.","Sub-contractors buy raw materials, cutting tools and quality services.",Hi — I noticed ALLEVIO GROUPE builds Mechanical parts for Industrial subcontracting.,https://www.allevio-groupe.com/,https://www.linkedin.com/company/aeroplast-group/,New,Keep in watchlist,
ALLIANCE DEFENSE & SECURITY,France,B,70.2,Acheteur potentiel,Mechanical parts,"Usinage de précision, matériaux, optronique, composants munitions ITAR-friendly.","Weapon manufacturers source precision machining, materials, optronics and ammunition components — heavy export control.","Hi — I noticed ALLIANCE DEFENSE & SECURITY builds Weapons, Ammunition for Weapons.",http://www.alliance-groupe.com/,,New,Review website and validate opportunity,
Allianz Vie,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.allianz.fr/,,New,No immediate action,
"ALLISON TRANSMISSION, INC.",États-Unis,A,81.0,Acheteur potentiel,Engines / propulsion,"Sous-systèmes, composites, certification pour primes terrestres.",Land defense primes integrate huge supply chains. Procurement is the buyer.,"Hi — I noticed ALLISON TRANSMISSION, INC.",http://www.allisontransmission.com/,https://www.linkedin.com/company/allison-transmission,New,Contact sales team and qualify need,
ALLWAN SECURITY,France,A,78.0,Acheteur potentiel,Energy / batteries,"Amplis RF, processeurs signal, embarqué, antennes pour EW.","EW systems source RF amplifiers, signal-processing chips, embedded computing and antennas. Talk to RF system lead.","Hi — I noticed ALLWAN SECURITY builds UAV / drones, Sensors (+6) for Electronic warfare.",https://www.allwan.eu/,,New,Contact sales team and qualify need,
AlmaDK,Kazakhstan,D,22.6,À vérifier,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,"Confirm scope: police, border, fire, intelligence agency.",Hi — I noticed AlmaDK at Eurosatory.,http://www.almadk.kz/,,New,No immediate action,
ALPES USINAGE - SAS DECOPREM,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,,,New,No immediate action,
ALPHA AFFINITY GMBH,Allemagne,A,85.0,Acheteur potentiel,Energy / batteries,"Capteurs, payloads optroniques, communications pour plateformes ISR.","ISR platforms aggregate sensors, comms and AI. Map ALPHA AFFINITY GMBH's integration partners.","Hi — I noticed ALPHA AFFINITY GMBH builds UAV / drones, Counter-UAV systems (+9) for Intelligence / ISR.",http://www.alpha-affinity.com/,https://www.linkedin.com/company/alpha-affinity/,New,Contact sales team and qualify need,
ALPHA INNOVATIONS·RIPENERGY,Belgique,A,77.5,Acheteur potentiel,Cloud / data services,"Pièces de rechange, calibration, certification pour acteurs MRO.","MRO providers source spare parts, calibration tools and certification services. Procurement is the buyer.","Hi — I noticed ALPHA INNOVATIONS·RIPENERGY builds Software / Platforms, Energy / batteries (+5) for Logistics / MRO.",http://www.alphainnovations.eu/,https://www.linkedin.com/company/alpha-innovations-sa,New,Contact sales team and qualify need,
ALPHA NUM,France,A,78.5,Acheteur potentiel,Engines / propulsion,"Textiles, composites, optronique, énergie pour kits soldat.","Soldier system vendors source textiles, composites, optronics and energy. Lead with NATO / military pedigree.","Hi — I noticed ALPHA NUM builds Vehicles, Software / Platforms (+8) for Soldier systems.",https://www.alpha-num.fr/,,New,Contact sales team and qualify need,
Alpine Eagle,Allemagne,A,78.5,Acheteur potentiel,Energy / batteries,"Capteurs, payloads optroniques, communications pour plateformes ISR.","ISR platforms aggregate sensors, comms and AI. Map Alpine Eagle's integration partners.","Hi — I noticed Alpine Eagle builds UAV / drones, Counter-UAV systems (+10) for Intelligence / ISR.",http://www.alpineeagle.com/,https://www.linkedin.com/company/alpineeagle,New,Contact sales team and qualify need,
ALSETEX,France,B,68.1,Fournisseur potentiel,Electronic components,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Radar / sensor lines need specialised electronics, signal processing chips and composite housings. Talk to chief engineer.","Hi — I noticed ALSETEX builds Sensors, Ammunition (+2) for Radar / sensors.",https://www.alsetex.fr/,https://fr.linkedin.com/company/sae-alsetex,New,Review website and validate opportunity,
ALSONS GROUP,Pakistan,D,19.6,À vérifier,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,"Public sources too thin — discovery call first, focused pitch second.",Hi — I noticed ALSONS GROUP at Eurosatory.,http://www.alsonsgroup.com./,https://www.linkedin.com/company/alsonsgroup/mycompany/,New,No immediate action,
